"species","archetype","Archetype_1","Archetype_2","Archetype_3","Age.at.maturation","Fecundity","K.value","Life.span","Max.total.length","Offspring.size","Parental.care","strategies"
"Acanthogobius_luridus",3,0.0550577431901505,0.291163497899882,0.65379390555208,-0.00362451362074689,7.39801459770431,0.157003712057527,0.776190754051452,2.01490302054226,-0.184952069560976,2,"Opportunistic"
"Acanthogobius_ommaturus",2,0.113958548725061,0.544000628916607,0.342089868716012,0.36678151100223,9.03808878604656,-1.66073121734797,1.34547564107344,3.76120011569356,-0.0167948278834343,2,"Periodic"
"Acanthopagrus_australis",2,0,0.929290776085343,0.070851518255212,1.38629436111989,14.3162858458768,-2.20727492228063,2.63905732961526,4.38850555904283,-0.00109369086187216,1,"Periodic"
"Acanthopagrus_berda",2,0,0.883461107984977,0.116669381127891,0.817679533136938,13.7072398699708,-2.30258508299405,2.63905732961526,4.49980967033027,0.0261932577662791,1,"Periodic"
"Acanthopagrus_bifasciatus",2,0,0.908035380065322,0.0921025301212242,1.52605628284288,14.0303557731303,-1.6094378974341,3.05870703703463,3.7878193985721,0.0207805881522218,1,"Periodic"
"Acanthopagrus_butcheri",2,0,0.907673633256841,0.0924653205736276,1.09861228866811,14.3162858458768,-1.46967595266764,3.36729582998647,4.0943445622221,0.00325577620405585,1,"Periodic"
"Acanthopagrus_latus",2,0,0.809740966591655,0.190384124108737,0.977370736105924,14.1658855898644,-1.04982214164153,2.63905732961526,3.79323950389764,0.055129214629335,1,"Periodic"
"Acanthopagrus_schlegelii",2,0,0.886666681961816,0.113465859190132,0.892868034929472,14.0647374102183,-1.46967595266764,3.3322045101752,4.11087386417331,0.0501185909435483,1,"Periodic"
"Acanthopagrus_vagus",2,0,0.87836130685411,0.121770076713418,0.930377835067787,13.8311912596282,-2.12026356120009,2.67721711823653,4.2931953793006,0.0191348259351054,1,"Periodic"
"Acanthopoma_annectens",3,0.165628341010442,0.339979851802843,0.49440521851398,0.0821899907640368,6.25166631891891,-0.0607480319936575,1.40425866394827,2.68375753175721,0.459872185936447,1,"Opportunistic"
"Acanthopsoides_delphax",3,0.0980066370593791,0.39193888996289,0.510079198801667,0.388247239004549,7.38109627925472,-0.400477541223991,1.27837934188314,1.99061035147049,0.438123424220011,1,"Opportunistic"
"Acanthopsoides_gracilentus",3,0.103606775601131,0.388146122770779,0.508270925959988,0.38767340626541,7.33762119125508,-0.400477541223991,1.26832010511956,1.99061035147049,0.449185704021504,1,"Opportunistic"
"Acanthopsoides_gracilis",3,0.0899399232735293,0.389123461972668,0.52096138122906,0.410743807228713,7.43748073500041,-0.301105079270408,1.28747282797369,1.88555337173141,0.432419508244635,1,"Opportunistic"
"Acanthopsoides_hapalias",3,0.0906602395940148,0.374505807793134,0.534856514655416,0.384974905726402,7.32497719485204,-0.210721028846517,1.27262128387679,1.79175946922805,0.42955307289524,1,"Opportunistic"
"Acanthopsoides_molobrion",3,0.0905533329528733,0.372350912146733,0.537117968329243,0.408568268986875,7.41205073111284,-0.127833377191703,1.2993354389363,1.70292821380923,0.447671824098968,1,"Opportunistic"
"Acanthorhodeus_chankaensis",3,0.128556689348475,0.389412448492093,0.482053694502891,0,6.7428806357919,-1.17118297505133,1.09861228866811,2.66722818019307,0.374099331738435,1,"Opportunistic"
"Acantopsis_dialuzona",2,0.145604916439372,0.431526194838168,0.422897057554368,0.102184704202813,6.35160540497195,-1.71479838920304,0.938839216048542,3.41772668361337,0.322725259139154,1,"Periodic"
"Acantopsis_octoactinotos",2,0.106655291868438,0.466130023824531,0.427249959220467,0.485774506985671,7.60040488627303,-0.820980556615285,1.6094379124341,2.46044318102551,0.424310394947226,1,"Periodic"
"Acantopsis_spectabilis",2,0.134122376632592,0.455151627957877,0.410758273860231,0.294494678116618,6.98586466514728,-1.17118297505133,1.16424069503994,3.40119738166216,0.392946062851194,1,"Periodic"
"Acantopsis_thiemmedhi",3,0.114214147140375,0.424469039173995,0.461345565338148,0.303529000983459,7.0559182286507,-1.02165120864309,1.17155093104121,2.66374996868647,0.383765703747188,1,"Opportunistic"
"Acapoeta_tanganicae",2,0.113501081417299,0.750613654945061,0.135962132055465,1.10513517398682,10.3297553099739,-1.77195683016717,2.36013329618959,4.11087386417331,0.633293451029684,1,"Periodic"
"Acarichthys_heckelii",1,0.529356695053607,0.227926037504285,0.242694632990957,0.0295856999380505,5.28166564192014,-0.673344572871609,1.70354970500465,3.16926536298658,0.727744820876372,2,"Equilibrium"
"Acaronia_nassa",1,0.519637411912029,0.227316593034176,0.25302376901922,0.0987748490819237,5.51377673883432,-0.494296298863961,1.73726176303466,2.97143960455052,0.74794749279021,2,"Equilibrium"
"Acaronia_vultuosa",1,0.511696852766005,0.206782798340495,0.281495516467722,0.108040950380822,5.47226343204862,-0.248461396477988,1.75044668206657,2.70001803679742,0.744711761995837,2,"Equilibrium"
"Acentrogobius_caninus",3,0.106636471298905,0.400539309906042,0.492852570360904,-0.0307910811053681,8.01621275007122,-0.867500598657104,1.15821671214149,2.90690101831732,-0.0833556212332562,2,"Opportunistic"
"Acentrogobius_chlorostigmatoides",3,0.0883632389939274,0.353623718072397,0.558035530483215,-0.113664651977485,7.81458772798766,-0.510825583765992,1.05214079001498,2.51769644196583,-0.118539695226047,2,"Opportunistic"
"Acentrogobius_cyanomos",3,0.0864971365759852,0.335529991049267,0.57799281284346,-0.168000610022448,7.65683624716668,-0.44628712450342,0.992268374076461,2.4423470353692,-0.134192992004564,2,"Opportunistic"
"Acentrogobius_janthinopterus",3,0.0894295331502195,0.376041644937728,0.534554501194029,-0.0115530977681203,8.08953335496815,-0.527632786150169,1.15169091090904,2.52572864430826,-0.0862692437113941,2,"Opportunistic"
"Acentrogobius_madraspatensis",3,0.060781249125783,0.312103098109993,0.627133570587543,-0.0626408497886878,7.57503776409338,-0.162518901262481,0.812854838941251,2.14476100335083,-0.173706213273638,2,"Opportunistic"
"Acentrogobius_masoni",3,0.0686717327626735,0.320220853097261,0.611126081442259,-0.0811323361030349,7.59295084961979,-0.314710718812303,0.775456749269158,2.30657711027952,-0.162013303230636,2,"Opportunistic"
"Acentrogobius_nebulosus",2,0.0946835062111896,0.465957444124151,0.439397726855451,0.149819673401316,8.6879171949892,-1.04982214164153,1.35525613809989,3.08922257474698,-0.0590802298164304,2,"Periodic"
"Acentrogobius_pellidebilis",3,0.0646958391107907,0.278955448856365,0.65636148130283,-0.0917012682665316,7.26815906444213,0.0198026086687286,0.749198585141183,1.94591014905531,-0.179524437581836,2,"Opportunistic"
"Acentrogobius_pflaumii",3,0.13234835794994,0.323153352825196,0.544513771053457,0,6.47157319821191,-0.261364788809733,1.36097657749457,2.484906649788,-0.173592284000129,2,"Opportunistic"
"Acentrogobius_simplex",3,0.0684001913269382,0.320069223471752,0.61154924692332,-0.0838079367603652,7.59451223548168,-0.314710718812303,0.777110397752122,2.30258509299405,-0.162601372896139,2,"Opportunistic"
"Acentrogobius_viridipunctatus",3,0.0820404088419355,0.382667540116263,0.535319249676757,-0.00734948945524235,8.2006733920456,-0.248461396477988,1.17499132806667,2.80336038090653,-0.0891415132106479,2,"Opportunistic"
"Acentronichthys_leptos",2,0.226598586124324,0.471126897527704,0.30230313872591,0.506998284839572,7.78570993595918,-1.30933327924302,1.92400292602752,2.40694510831829,0.741164675821434,1,"Periodic"
"Aceroichthys_dioctes",2,0.278124011936821,0.698593807089785,0.0233417098569367,0.815898414698944,9.24495711174388,-2.20727492228063,2.30370098715251,4.98634255986054,0.898640224106549,1,"Periodic"
"Acestridium_colombiense",1,0.482243477192549,0.203946168230029,0.31378639632462,0.515483765956403,6.00051176607042,-0.0512933070191296,1.62483153000216,1.79840400565533,0.795853550988438,2,"Equilibrium"
"Acestridium_dichromum",1,0.50528652297394,0.199845679807268,0.29484192238372,0.439503326844478,5.73889582792588,-0.274436858859655,1.55147868918481,2.03992079092978,0.808325458333598,2,"Equilibrium"
"Acestridium_discus",1,0.508010362757987,0.203753318319084,0.288210870501031,0.437923722539324,5.72760001928301,-0.328504026694259,1.55077345703561,2.10046891817424,0.808963837048294,2,"Equilibrium"
"Acestridium_gymnogaster",1,0.504402359849283,0.195610773269037,0.299960413998428,0.435210958227332,5.7238116318481,-0.235722306938792,1.55051119196702,1.99741769073313,0.807848020014857,2,"Equilibrium"
"Acestridium_martini",1,0.507506201203057,0.209098449083822,0.283370711079862,0.454653829033776,5.80637687002833,-0.328504026694259,1.57906566508578,2.10046891817424,0.81604186589075,2,"Equilibrium"
"Acestridium_scutatum",1,0.504476589396628,0.195091280485546,0.300405595865504,0.434173385649302,5.7196861071466,-0.235722306938792,1.54598571026503,1.99741769073313,0.807840881576819,2,"Equilibrium"
"Acestridium_triplax",1,0.491529255571833,0.209269613096264,0.299177419443244,0.507562934780193,5.97757858889339,-0.162518901262481,1.61569289796071,1.91250108411768,0.808646532817466,2,"Equilibrium"
"Acestrocephalus_acutus",3,0.0234050168375183,0.377174348046015,0.599448266953105,-0.126356504660258,6.40336688604984,-0.415515404567727,1.24249494603499,2.53607494507182,0.0660296878581499,1,"Opportunistic"
"Acestrocephalus_anomalus",3,0.0493305745785471,0.42893838849022,0.521764886050541,-0.120803355985231,6.39336196891846,-1.02165120864309,1.27196345291526,3.19458311672539,0.0737538721820119,1,"Opportunistic"
"Acestrocephalus_boehlkei",3,0.0354940586823382,0.395475511522656,0.569060094019313,-0.138148368186462,6.39114010892273,-0.653926503945126,1.24924135001252,2.80154050229519,0.0732122203020785,1,"Opportunistic"
"Acestrocephalus_maculosus",3,0.0136111730744072,0.358371490304494,0.628042725003344,-0.111882934907943,6.40257299806039,-0.162518901262481,1.25507345896964,2.26592114420337,0.0633572180487431,1,"Opportunistic"
"Acestrocephalus_nigrifasciatus",3,0.0202197000652581,0.372536534266938,0.607270869480868,-0.106325641241728,6.46155455606038,-0.314710718812303,1.25533564404015,2.42921777740759,0.0743428778469333,1,"Opportunistic"
"Acestrocephalus_pallidus",3,0.0107982818825452,0.345593791131911,0.643631512247745,-0.0778448801667981,6.56501258804886,0.0861777265162812,1.30808195305065,1.99877365405954,0.0989873833240268,1,"Opportunistic"
"Acestrocephalus_sardina",3,0.0566803240079774,0.441503691448349,0.501851229284985,-0.0807208367177382,6.5091448190024,-1.10866258512767,1.29199594311194,3.27601199017176,0.100721106121319,1,"Opportunistic"
"Acestrocephalus_stigmatus",3,0.023939200901268,0.400151750054196,0.575940015672064,-0.058073112873117,6.65628231794986,-0.478035792878484,1.32446125411367,2.60268968544438,0.089429997185002,1,"Opportunistic"
"Acestrorhynchus_abbreviatus",2,0.101443382844103,0.549004538663347,0.349600157701688,0.372109964365854,8.70168867684742,-0.994252259830353,1.66822155315486,3.60004819860404,0.490270047871147,1,"Periodic"
"Acestrorhynchus_altus",2,0.0907755041022615,0.5815970507661,0.327680854297542,0.589499167177152,9.17012686197917,-0.776528772107692,1.98659075003712,3.34744493656688,0.524725711179533,1,"Periodic"
"Acestrorhynchus_britskii",2,0.095451249251805,0.529338131147407,0.375256051633686,0.456353269940603,8.71702953179188,-0.562118930434243,1.86590498320088,3.1166215770944,0.50735973671237,1,"Periodic"
"Acestrorhynchus_falcatus",2,0.089368955058347,0.575766444853053,0.334917276774155,0.529706564086255,9.05525215901872,-0.820980556615285,1.93809131203146,3.40119738166216,0.503277694280346,1,"Periodic"
"Acestrorhynchus_falcirostris",2,0.105965434429457,0.620551870004384,0.273541117583061,0.524658448964645,8.99475886196926,-1.38629436111989,1.91090105304725,4.00551337638434,0.486427170891407,1,"Periodic"
"Acestrorhynchus_grandoculis",2,0.0789174839398728,0.502200197341148,0.41892457900776,0.521852018227271,8.98024794203116,-0.061875405845747,1.91985295702477,2.57870055259485,0.543558790726004,1,"Periodic"
"Acestrorhynchus_heterolepis",2,0.10787874207235,0.609557529396593,0.282620391990749,0.507709810858565,8.97696914597881,-1.30933327924302,1.90558934305601,3.90761327243161,0.498202902771051,1,"Periodic"
"Acestrorhynchus_isalineae",2,0.0685922163592182,0.494156577299862,0.437292923696121,0.495441200870574,8.8516259761972,0,1.91140818549361,2.51122393294304,0.503734212036237,1,"Periodic"
"Acestrorhynchus_lacustris",2,0.0838681501703522,0.546112934167678,0.370067476921287,0.517166315028468,8.95005106400675,-0.994252259830353,1.23711970242222,3.6584202270416,0.505690630827524,1,"Periodic"
"Acestrorhynchus_maculipinna",3,0.0640891734830569,0.467903089813656,0.468045817734527,0.45661850747753,8.76348058742802,0.22314355131421,1.89945913264536,2.26592114420337,0.502732026795136,1,"Opportunistic"
"Acestrorhynchus_microlepis",2,0.0957059028594403,0.595506330526075,0.308843009887238,0.546997620070498,9.09356825002431,-1.02165120864309,1.94677060803999,3.61091791264422,0.505597107867956,1,"Periodic"
"Acestrorhynchus_minimus",3,0.056611615135194,0.457478191927622,0.4859470949503,0.51535525209258,8.90179951594748,0.438254899963413,1.89039326107344,2.03992079092978,0.523376258224207,1,"Opportunistic"
"Acestrorhynchus_nasutus",3,0.0515765685497483,0.466621369322558,0.481840655145051,0.498729989229559,8.90092642103535,0.350656841331479,1.8959454760203,2.13060983728036,0.499196372991189,1,"Opportunistic"
"Acestrorhynchus_pantaneiro",2,0.0719325995787434,0.63510076585222,0.29302906262571,0.651538752923883,9.87405874184532,-0.9675840394196,2.07665194599831,3.56104610419496,0.537434861091321,1,"Periodic"
"Acheilognathus_asmussii",2,0.121716465357918,0.52100879007636,0.357317075853868,1.09861228866811,6.90775527898214,-1.27296567224146,1.47698207696198,2.77258872223978,0.359271867013163,1,"Periodic"
"Acheilognathus_barbatulus",3,0.110079749005512,0.319759742381955,0.570174038445477,0,6.45598441799746,-0.693147180559945,0.693147180559945,2.2512917986065,0.359785108957439,1,"Opportunistic"
"Acheilognathus_barbatus",3,0.0917210221836164,0.403185289764271,0.505120612663451,0.241449606756156,7.10964626022901,-0.713349867469302,1.32202806905796,2.19722457733622,0.351260390163432,1,"Opportunistic"
"Acheilognathus_cyanostigma",3,0.078335449933315,0.386261028652575,0.535428641114835,0.30727906022325,7.26388788698332,-0.342490338524241,1.40052783910915,1.79175946922805,0.367221778333432,1,"Opportunistic"
"Acheilognathus_deignani",3,0.0740294057565577,0.392363350478263,0.53363354397276,0.286704974997501,7.31560862896901,-0.400477541223991,1.39648927988078,1.84687879258163,0.355876624266363,1,"Opportunistic"
"Acheilognathus_elongatoides",3,0.104294217398131,0.442169430947778,0.453568298525338,0.307742185713251,7.31279013988058,-0.994252259830353,1.42392509000438,2.48156775186697,0.379119062951225,1,"Opportunistic"
"Acheilognathus_elongatus",2,0.115120798232239,0.567700815803991,0.317228217959006,0.571117303763449,8.27043328894698,-1.66073121734797,1.73835701106493,3.184698366858,0.448688036319051,1,"Periodic"
"Acheilognathus_gracilis",3,0.0917535822269758,0.348648779573627,0.55961653583624,0.098792397114756,6.62036402703797,-0.494296298863961,1.17664190188755,1.95727389697117,0.318203693316234,1,"Opportunistic"
"Acheilognathus_hondae",3,0.0955948340652808,0.428608429907859,0.475827232068998,0.242704256800648,7.20299290769609,-0.941608575755881,1.36201922295619,2.43624150492833,0.348221032717017,1,"Opportunistic"
"Acheilognathus_hypselonotus",3,0.164124891146474,0.401726845575223,0.434170925689199,0,6.10924758276437,-1.46967595266764,1.25335574705315,3.00221119792294,0.349624517792529,1,"Opportunistic"
"Acheilognathus_imberbis",3,0.19370024743478,0.275240193759077,0.531061667763843,0,4.7361984483945,-0.616186100534929,1.2437576448679,2.07944154167984,0.343481182189699,1,"Opportunistic"
"Acheilognathus_kyphus",2,0.0937540228405054,0.466896554086099,0.439385569111381,0.434515509938707,7.7421513988326,-0.941608575755881,1.49719754835465,2.43624150492833,0.407238065489968,1,"Periodic"
"Acheilognathus_longibarbatus",3,0.0970920711682292,0.434944340046412,0.467994901579558,0.303117680390134,7.25671117800075,-0.916290716874155,1.40191087291637,2.41769792415872,0.360004296588326,1,"Opportunistic"
"Acheilognathus_longipinnis",3,0.0848867322384555,0.406499510501888,0.508641542353107,0.293087275983625,7.21066736598818,-0.616186100534929,1.38390548602854,2.07944154167984,0.351910277321239,1,"Opportunistic"
"Acheilognathus_macropterus",2,0.17186382345834,0.512005168609863,0.316169424450841,0.405465108108164,6.71113193747732,-1.96611284922998,1.52837308203773,3.51303684076493,0.38756203284013,1,"Periodic"
"Acheilognathus_majusculus",3,0.103775589744393,0.435810065353203,0.46044540553186,0.262963095132613,7.24258894530855,-1.02165120864309,1.37090578399465,2.50552593699074,0.368935831813793,1,"Opportunistic"
"Acheilognathus_melanogaster",3,0.207930864851437,0.303821694911475,0.488252927233554,0.290532024228474,4.60517018598809,-0.400477541223991,1.37283780998911,2.39789527279837,0.362998774208171,1,"Opportunistic"
"Acheilognathus_meridianus",3,0.0987893593814912,0.418313804657182,0.482925645599619,0.215098914216672,6.97519252911737,-0.994252259830353,1.27658794905277,2.47653836818471,0.328627835312419,1,"Opportunistic"
"Acheilognathus_omeiensis",3,0.151531909170224,0.333638279990983,0.514843092620873,0,5.74620319054015,-0.713349867469302,1.27692535691805,2.35137525716348,0.33589290169628,1,"Opportunistic"
"Acheilognathus_peihoensis",2,0.104098943600372,0.475317726868975,0.420620068608159,0.517783932486747,7.72968695922613,-0.941608575755881,1.57985343895905,2.43624150492833,0.430605620376498,1,"Periodic"
"Acheilognathus_polylepis",3,0.0985770862124319,0.440295115351671,0.461159815408943,0.304236573675651,7.29172146794424,-0.9675840394196,1.41720320407342,2.45014267029385,0.363322174170346,1,"Opportunistic"
"Acheilognathus_polyspinus",2,0.100624214781813,0.473561383035455,0.425851107835479,0.479643552397715,7.74861980837248,-0.941608575755881,1.57472345202383,2.43624150492833,0.422773717468001,1,"Periodic"
"Acheilognathus_rhombeus",2,0.108353747473393,0.446355492095431,0.445323113625709,0.296213488953616,7.22633769563851,-1.10866258512767,1.38980371612401,2.60268968544438,0.369988784716336,1,"Periodic"
"Acheilognathus_tabira",3,0.0952788664650636,0.369717340905412,0.535025644408641,0,6.91953127892052,-0.798507722884439,1.09861228866811,2.26902831732456,0.340551468088969,1,"Opportunistic"
"Acheilognathus_taenianalis",2,0.102015485011703,0.493384421088023,0.404639631970251,0.512171419176967,7.98281006275631,-1.02165120864309,1.64645216313848,2.51122393294304,0.444839725443231,1,"Periodic"
"Acheilognathus_tonkinensis",3,0.151036509881351,0.347512785523214,0.501466023102601,0,5.98896141688986,-0.994252259830353,1.09861228866811,2.50143593616544,0.356890259256725,1,"Opportunistic"
"Acheilognathus_typus",3,0.096107689585282,0.437067843937909,0.466856158695928,0.302515834180172,7.24941040903409,-0.941608575755881,1.40096808599493,2.43624150492833,0.354027340126912,1,"Opportunistic"
"Acheilognathus_yamatsutae",2,0.113318893530825,0.467547978960335,0.419168330040649,0.322518629124023,7.3375067272445,-1.27296567224146,1.42839492807794,2.77258872223978,0.379642677096593,1,"Periodic"
"Achiroides_leucorhynchos",2,0,0.581347459260341,0.418735094579802,0.729138296192132,11.184383819931,-0.22314353631421,2.08590615794781,2.27829242388812,0.0221472070120082,1,"Periodic"
"Achiroides_melanorhynchus",2,0,0.63189398925285,0.368194627990549,0.717706675997939,11.189975940011,-0.733969197996867,2.08535611704377,2.83790818367658,0.00642155461363586,1,"Periodic"
