"species","archetype","Archetype_1","Archetype_2","Archetype_3","Life.span","Fecundity","Parental.care","Age.at.maturation","Offspring.size","Max.total.length","Trophic.level","K.value","strategies"
"Abudefduf_taurus",3,0.314353875269049,0.265318364199288,0.420024760444188,1.93573370193122,8.24367100412901,2,0.142092385651137,-0.0816641216216415,3.2188758248682,2.140000105,-1.23787438358782,"Periodic"
"Abudefduf_troschelii",3,0.205917652604507,0.296116870152942,0.497766860034401,2.2017888969632,9.08479996302631,2,0.391276444069996,-0.000676688902300445,2.99573227355399,2.950000048,-1.04982214164153,"Periodic"
"Abudefduf_vaigiensis",2,0.220771842351893,0.400646267635784,0.378304625759181,1.26062035423046,9.25598166460162,2,0.377731039041291,0.0150085737710153,2.99573227355399,2.569999933,-0.162518901262481,"Opportunistic"
"Abyssocottus_elochini",3,0.190261114489703,0.325767696564622,0.483760695446479,1.92437834649121,7.34128135746193,1,1.10770985536119,0.562868946102246,2.04122030405444,3.25,-0.713349867469302,"Periodic"
"Abyssocottus_gibbosus",3,0.173255218722939,0.254203455772559,0.572395015563399,2.13052668679333,7.76936371079717,1,1.17105500357412,0.551068527957803,2.63905732961526,3.359999895,-1.27296567224146,"Periodic"
"Abyssocottus_korotneffi",3,0.100917423616056,0.239541220321973,0.659485575339925,2.484906649788,7.81372845101881,1,1.6094379124341,0.530422095107609,2.60268968544438,3.859999895,-1.30933327924302,"Periodic"
"Acanthaluteres_vittiger",2,0.028411951456136,0.495849216105875,0.475624593761681,1.31043349492931,9.01212277895195,1,0.211585262909923,-0.367031639846997,3.55534806148941,2,-1.20397276432594,"Opportunistic"
"Acantharchus_pomotis",3,0.16715763719313,0.303330459693728,0.529352361291984,2.07944154167984,9.06797003068446,2,0.693147180559945,0.0794459604245401,3.04452243772342,3.400000095,-0.916290716874155,"Periodic"
"Acanthemblemaria_aspera",2,0.0352221919963245,0.750425236790668,0.214066889352534,1.38629436111989,5.57684097008746,1,-0.433905106599095,-0.253381301363663,1.38629436111989,3.119999886,0.400726278905655,"Opportunistic"
"Acanthemblemaria_crockeri",2,0.0176111437451371,0.744158161075632,0.237969643538643,1.13986100109133,5.46887359710992,1,-0.438549730630317,-0.234316294609119,1.79175946922805,3.400000095,0.121684009841907,"Opportunistic"
"Acanthemblemaria_exilispinus",2,0.00327801271347774,0.748930962712767,0.247543501454481,1.22233648595384,5.6823513008377,1,-0.378727159376272,-0.24755883848783,1.70474809223843,3.400000095,0.191539254650629,"Opportunistic"
"Acanthemblemaria_hancocki",2,0.000364851917070677,0.761429693050358,0.237953235280046,1.23732316292262,5.78172042087255,1,-0.33964111963162,-0.22866332225921,1.50407739677627,3.400000095,0.339099863526797,"Opportunistic"
"Acanthemblemaria_macrospilus",2,0.00197786855663374,0.738304275499402,0.259478452052626,1.22949504604473,5.74003864790014,1,-0.342292335587048,-0.247647061441829,1.79175946922805,3.400000095,0.127901967477128,"Opportunistic"
"Acanthicus_adonis",1,0.64298338691527,0,0.35649542636354,1.74821748948989,6.18888940722317,2,0.534610058429066,0.827010167825888,3.22406231812932,2.069999933,-1.38629436111989,"Equilibrium"
"Acanthicus_hystrix",1,0.52698446440937,0,0.472667436017326,2.02455269062395,6.78902822473038,2,0.610873282339304,0.796397203042978,4.16914282890106,2,-2.20727492228063,"Equilibrium"
"Acanthobrama_lissneri",3,0.157257430586261,0.239191101706741,0.603435527527678,3.2188758248682,8.63069113900472,1,0.586591864745933,0.356938535795346,3.13549421592915,2.920000076,-0.776528772107692,"Periodic"
"Acanthobrama_marmid",2,0.175942832718576,0.44065816596047,0.383141489859075,1.38629436111989,6.92165818415113,1,0.183278572042076,0.266843309322216,3.36729582998647,2.880000114,-0.116533831986289,"Opportunistic"
"Acanthobrama_microlepis",3,0.146803604841722,0.161857862648304,0.691282049695177,3.29783666802962,8.42260774892637,1,0.693147180559945,0.197917223863397,3.2188758248682,2.890000105,-2.30258508299405,"Periodic"
"Acanthobrama_persidis",3,0.126285202324133,0.400992318299052,0.472544783381157,1.76628155594896,8.60477017791865,1,0.535503175755147,0.321506213006299,2.47063867122783,2.920000076,-0.776528772107692,"Periodic"
"Acanthobrama_telavivensis",3,0.122520687496259,0.406162895864941,0.471139713965895,1.79927052399948,8.65470928401856,1,0.557686442230093,0.326256755097284,2.39789527279837,2.930000067,-0.693147180559945,"Periodic"
"Acanthobrama_tricolor",3,0.152365263792913,0.28631041261146,0.561186452290664,2.15952581837398,8.96502054903469,1,0.689130811738009,0.40322691655845,2.97399776556741,2.900000095,-1.23787438358782,"Periodic"
"Acanthobrama_urmianus",3,0.13742886648989,0.321875540226936,0.540554333388782,1.94591014905531,8.75623726600571,1,0.622132797015049,0.336224230870329,3.2188758248682,2.900000095,-1.04982214164153,"Periodic"
"Acanthobunocephalus_nicoi",1,0.477506632855,0.375209327826625,0.146715130998339,1.22843954536047,6.38277905049515,2,0.299911587900232,0.784859894509325,0.875468776937233,3.00999999,0.809627176517611,"Equilibrium"
"Acanthocharax_microlepis",2,0.0402127640562337,0.57873683457294,0.380863416202529,1.47963719241715,7.20262339387276,1,0.00445772357035766,0.126597614196239,2.33891701163391,3.609999895,-0.235722306938792,"Opportunistic"
"Acanthochromis_polyacanthus",3,0.220105664231471,0.365925088753317,0.413711685987397,2.37520115000991,8.5813978910291,2,0.234319518095447,-0.0671571210797058,2.77258872223978,2.690000057,0.0198026086687286,"Periodic"
"Acanthocleithron_chapini",2,0.174607427871194,0.502914850531774,0.322180290305156,1.38117499097734,7.58643455685505,1,0.446107450011854,0.463923776213997,1.90359895664678,2.940000057,0.53649339273679,"Opportunistic"
"Acanthocobitis_botia",3,0.291996175494681,0.337732689966043,0.369937921154737,1.6094379124341,4.92362391710663,1,-0.105360515657826,0.420271407197839,2.69934575307462,3.200000048,-1.6094378974341,"Periodic"
"Acanthocobitis_mooreh",2,0.261219534995322,0.471057983607546,0.267342915641073,1.33064357162538,5.62396143494029,1,0.150378047246834,0.425495653219955,1.68082788729172,2.890000105,-0.235722306938792,"Opportunistic"
"Acanthocobitis_pavonacea",2,0.287012697180757,0.384615276473064,0.328016709128597,1.09286015213878,5.72327595809391,1,0.226675608649223,0.441570408012648,2.27829242388812,2.819999933,-1.20397276432594,"Opportunistic"
"Acanthocobitis_rubidipinnis",2,0.285047329840193,0.390124659288718,0.32447163800644,1.08511231402371,5.75469236015195,1,0.235121565225931,0.450739413167719,2.30258509299405,2.829999924,-1.07880964960722,"Opportunistic"
"Acanthocobitis_urophthalmus",2,0.276138170769473,0.483263203810455,0.240194210519353,1.09861228866811,5.55815035812263,1,0.177196929962152,0.430823651762746,1.38629436111989,2.769999981,-0.385662470517867,"Opportunistic"
"Acanthocybium_solandri",3,0,0.202301900867707,0.797854728113799,2.23001442069684,15.6072700271923,1,0.405465108108164,0.00386808729521893,5.52146091786225,4.260000229,-1.10866258512767,"Periodic"
"Acanthodoras_cataphractus",3,0.364485767812851,0.209457845505215,0.425718993604099,2.15221026995561,8.41656503601254,1,0.748403201191325,0.779404551149848,2.64119787486989,2,-0.0725706853079538,"Periodic"
"Acanthodoras_depressus",3,0.30995017795738,0.288895915229523,0.40082957855734,2.03025848640755,8.15345615205107,1,0.705953724095975,0.793251140454393,2.29051252329824,2.519999981,0.246860055275276,"Periodic"
"Acanthodoras_spinosissimus",3,0.326396808978827,0.21494330419216,0.458362900561849,2.162226432438,8.42405047466586,1,0.738954170438744,0.776498847890751,2.81600728755045,2.359999895,-0.235722306938792,"Periodic"
"Acanthogobio_guentheri",3,0.137391782099072,0.338375688999823,0.524080415022612,1.6021662490577,8.16496949794653,1,0.459305116830782,0.399250885090913,3.19458311672539,3.319999933,-1.46967595266764,"Periodic"
"Acanthogobius_elongatus",2,0.132882234961777,0.466171913246038,0.400730472290989,0.988096082657465,8.00719016589019,2,-0.0942663914409815,-0.225759893454341,3.32071014194889,3.380000114,-1.27296567224146,"Opportunistic"
"Acanthogobius_flavimanus",3,0.104114460485586,0.358473826764861,0.53729457313957,2.25489715286745,9.85219425814858,2,0,-0.129633202734814,3.40119738166216,3.390000105,-1.17118297505133,"Periodic"
"Acanthogobius_hasta",2,0.000116715649371367,0.508830227026444,0.490968586988426,0,10.6653792404099,2,0.0989318092348286,-0.156187482535643,3.91202300542815,3.829999924,-1.83258148874831,"Opportunistic"
"Acanthogobius_lactipes",2,0.207011108945228,0.54968678944992,0.242947777641943,0.693147180559945,6.81069356613901,2,0,-0.162517093028873,2.24070964874404,3.00999999,-0.261364788809733,"Opportunistic"
"Acanthogobius_luridus",2,0.153236715927845,0.604444958169603,0.241992649665494,0.776190754051452,7.39801459770431,2,-0.00362451362074689,-0.184952069560976,2.01490302054226,3.160000086,0.157003712057527,"Opportunistic"
"Acanthogobius_ommaturus",3,0.152706045356302,0.323716322340234,0.523425573231403,1.34547564107344,9.03808878604656,2,0.36678151100223,-0.0167948278834343,3.76120011569356,3.440000057,-1.66073121734797,"Periodic"
"Acanthopagrus_australis",3,0,0.128120017721342,0.872050277669981,2.63905732961526,14.3162858458768,1,1.38629436111989,-0.00109369086187216,4.38850555904283,3.099999905,-2.20727492228063,"Periodic"
"Acanthopagrus_berda",3,0,0.164529636352934,0.835617873464789,2.63905732961526,13.7072398699708,1,0.817679533136938,0.0261932577662791,4.49980967033027,3.5,-2.30258508299405,"Periodic"
"Acanthopagrus_bifasciatus",3,0,0.145838741389085,0.854322853040975,3.05870703703463,14.0303557731303,1,1.52605628284288,0.0207805881522218,3.7878193985721,3.390000105,-1.6094378974341,"Periodic"
"Acanthopagrus_butcheri",3,0,0.145679359363458,0.854485046328576,3.36729582998647,14.3162858458768,1,1.09861228866811,0.00325577620405585,4.0943445622221,3.470000029,-1.46967595266764,"Periodic"
"Acanthopagrus_chinshira",3,0,0.270350131425994,0.729732335009966,2.68634740867519,13.9027443403866,1,0.951220329036609,0.0576677670975507,3.21446609187167,3.319999933,-1.10866258512767,"Periodic"
"Acanthopagrus_latus",3,0,0.237061931274556,0.763052555238316,2.63905732961526,14.1658855898644,1,0.977370736105924,0.055129214629335,3.79323950389764,3.839999914,-1.04982214164153,"Periodic"
"Acanthopagrus_schlegelii",3,0,0.167639848643381,0.832502556221375,3.3322045101752,14.0647374102183,1,0.892868034929472,0.0501185909435483,4.11087386417331,3.24000001,-1.46967595266764,"Periodic"
"Acanthopagrus_vagus",3,0,0.171335438439453,0.828808877904987,2.67721711823653,13.8311912596282,1,0.930377835067787,0.0191348259351054,4.2931953793006,3.450000048,-2.12026356120009,"Periodic"
"Acanthopoma_annectens",2,0.0403584362650941,0.522530496792814,0.436954387840052,1.40425866394827,6.25166631891891,1,0.0821899907640368,0.459872185936447,2.68375753175721,4.840000153,-0.624049823598458,"Opportunistic"
"Acanthopsoides_delphax",2,0.127696719542843,0.4923041420027,0.379761672167149,1.27837934188314,7.38109627925472,1,0.388247239004549,0.438123424220011,1.99061035147049,3.5,-0.400477541223991,"Opportunistic"
"Acanthopsoides_gracilentus",2,0.132524715855517,0.489744795623384,0.377488930587595,1.26832010511956,7.33762119125508,1,0.38767340626541,0.449185704021504,1.99061035147049,3.5,-0.400477541223991,"Opportunistic"
"Acanthopsoides_gracilis",2,0.224546407408577,0.443241698097539,0.331893745182079,1.28747282797369,7.43748073500041,1,0.410743807228713,0.432419508244635,1.88555337173141,2.599999905,-0.301105079270408,"Opportunistic"
"Acanthopsoides_hapalias",2,0.199592558412373,0.471653809303449,0.328446429871226,1.27262128387679,7.32497719485204,1,0.384974905726402,0.42955307289524,1.79175946922805,2.829999924,-0.210721028846517,"Opportunistic"
"Acanthopsoides_molobrion",2,0.122232031724535,0.51964263883379,0.357876923472479,1.2993354389363,7.41205073111284,1,0.408568268986875,0.447671824098968,1.70292821380923,3.5,-0.127833377191703,"Opportunistic"
"Acanthorhodeus_chankaensis",2,0.331591437444185,0.353126566931083,0.314898029175971,1.09861228866811,6.7428806357919,1,0,0.374099331738435,2.66722818019307,2,-1.17118297505133,"Opportunistic"
"Acanthostracion_quadricornis",3,0,0.366992981672426,0.633026782858363,1.96626188802706,11.3100491399946,1,0.624986126231442,-0.384162500462845,4.00733318523247,2.680000067,-1.34323454215758,"Periodic"
"Acanthurus_bahianus",3,0,0.488276205321452,0.511644887355012,3.43398720448515,9.76638751816317,1,-0.0175897892691625,-0.253716038410688,2.54944518576932,2.430000067,0.357674407908179,"Periodic"
"Acanthurus_chirurgus",3,0.0144897172878965,0.377311676194424,0.608171536762233,2.56494935746154,11.0564428999542,1,0.370188092985158,-0.142500987436539,3.66356164612965,2.089999914,-0.798507722884439,"Periodic"
"Acanthurus_coeruleus",3,0.0272198259953682,0.255946169918413,0.716864414924629,3.61091791264422,11.0703435499611,1,0.440611401304922,-0.149991082293962,3.66356164612965,2.150000095,-1.42711637647348,"Periodic"
"Acanthurus_dussumieri",3,0.0170016498313322,0.215468667293066,0.767596964722475,3.40119738166216,11.5683714499404,1,1.09861228866811,-0.107106107205532,3.98898404656427,2,-1.20397276432594,"Periodic"
"Acanthurus_lineatus",3,0.0111996023127282,0.245018790078325,0.743835400019673,3.8286413964891,10.6054041800991,1,1.38629436111989,-0.178536771737394,3.63758615972639,2,-0.35667496108159,"Periodic"
"Acanthurus_triostegus",2,0,0.528207910602858,0.471709151031792,1.18578914552075,10.1558016299458,1,0.405465108108164,-0.342693177410515,3.29583686600433,2.779999971,-0.527632786150169,"Opportunistic"
"Acanthurus_xanthopterus",3,0,0.183210594004889,0.816908123273017,3.52636052461616,12.0531763502169,1,1.09861228866811,-0.050619086979609,4.24849524204936,2.869999886,-1.23787438358782,"Periodic"
"Acantopsis_dialuzona",3,0.16818392187542,0.396808050806655,0.434785091337049,0.938839216048542,6.35160540497195,1,0.102184704202813,0.322725259139154,3.41772668361337,3.5,-1.71479838920304,"Periodic"
"Acantopsis_octoactinotos",3,0.175426349979927,0.394180104136417,0.430161560676753,1.6094379124341,7.40255014278421,1,0.400424677118502,0.439821679713241,2.46044318102551,3.210000038,-0.820980556615285,"Periodic"
"Acantopsis_spectabilis",3,0.181176895374711,0.375702806677685,0.442895258828093,1.16424069503994,6.98586466514728,1,0.294494678116618,0.392946062851194,3.40119738166216,3.25999999,-1.17118297505133,"Periodic"
"Acantopsis_thiemmedhi",2,0.17015591874753,0.424157877563846,0.405443089069903,1.17155093104121,7.0559182286507,1,0.303529000983459,0.383765703747188,2.66374996868647,3.24000001,-1.02165120864309,"Opportunistic"
"Acapoeta_tanganicae",3,0.283448439374111,0.0467570867186604,0.669653941866408,2.36013329618959,10.3297553099739,1,1.10513517398682,0.633293451029684,4.11087386417331,2,-1.77195683016717,"Periodic"
"Acarichthys_heckelii",1,0.596076545108383,0.119301960731971,0.284075312553718,1.70354970500465,5.28166564192014,2,0.0295856999380505,0.727744820876372,3.16926536298658,2.670000076,-0.673344572871609,"Equilibrium"
"Acaronia_nassa",1,0.474639699901209,0.197923532591909,0.326980971379236,1.73726176303466,5.51377673883432,2,0.0987748490819237,0.74794749279021,2.97143960455052,3.650000095,-0.494296298863961,"Equilibrium"
"Acaronia_vultuosa",1,0.405466484247989,0.263761908998387,0.330354163055144,1.75044668206657,5.47226343204862,2,0.108040950380822,0.744711761995837,2.70001803679742,4.199999809,-0.248461396477988,"Equilibrium"
"Acentrogobius_caninus",2,0.15177357516231,0.467152851185105,0.380833850414101,1.15821671214149,8.01621275007122,2,-0.0307910811053681,-0.0833556212332562,2.90690101831732,3.5,-0.867500598657104,"Opportunistic"
"Acentrogobius_chlorostigmatoides",2,0.150817728188385,0.524346411542978,0.324562103284532,1.05214079001498,7.81458772798766,2,-0.113664651977485,-0.118539695226047,2.51769644196583,3.410000086,-0.510825583765992,"Opportunistic"
"Acentrogobius_cyanomos",2,0.152138740417674,0.542004412993081,0.305570787269894,0.992268374076461,7.65683624716668,2,-0.168000610022448,-0.134192992004564,2.4423470353692,3.400000095,-0.44628712450342,"Opportunistic"
"Acentrogobius_janthinopterus",2,0.149186635255694,0.503536407089548,0.347017571229669,1.15169091090904,8.08953335496815,2,-0.0115530977681203,-0.0862692437113941,2.52572864430826,3.410000086,-0.527632786150169,"Opportunistic"
"Acentrogobius_madraspatensis",2,0.139149317256421,0.588350842134933,0.27220032489447,0.812854838941251,7.57503776409338,2,-0.0626408497886878,-0.173706213273638,2.14476100335083,3.329999924,-0.162518901262481,"Opportunistic"
"Acentrogobius_masoni",2,0.15136505263307,0.56039293151419,0.287945503699271,0.856435419588244,7.61769879649201,2,-0.0911935515575234,-0.133485154836363,2.30657711027952,3.359999895,-0.314710718812303,"Opportunistic"
"Acentrogobius_nebulosus",3,0.131718737804732,0.423602108248163,0.444489314634434,1.35525613809989,8.6879171949892,2,0.149819673401316,-0.0590802298164304,3.08922257474698,3.539999962,-1.04982214164153,"Periodic"
"Acentrogobius_pellidebilis",2,0.163506637134798,0.602510323258875,0.233646294888342,0.730302028590257,7.35345478821136,2,-0.129907041669362,-0.126225922103752,1.94591014905531,3.279999971,0.0198026086687286,"Opportunistic"
"Acentrogobius_pflaumii",2,0.219336319755843,0.487174150369874,0.293158204006586,1.36097657749457,6.47157319821191,2,0,-0.173592284000129,2.484906649788,3.069999933,-0.261364788809733,"Opportunistic"
"Acentrogobius_simplex",2,0.151628551760058,0.560510639205059,0.28756390896202,0.855466285069037,7.61373328382742,2,-0.0913781648172001,-0.132981912759095,2.30258509299405,3.359999895,-0.314710718812303,"Opportunistic"
"Acentrogobius_viridipunctatus",2,0.133223641512535,0.511722606279516,0.35480834531687,1.17499132806667,8.2006733920456,2,-0.00734948945524235,-0.0891415132106479,2.80336038090653,3.480000019,-0.248461396477988,"Opportunistic"
"Acentronichthys_leptos",3,0.239370729861221,0.272399036866616,0.487996457969972,1.92400292602752,7.78570993595918,1,0.506998284839572,0.741164675821434,2.40694510831829,3.400000095,-1.30933327924302,"Periodic"
"Aceroichthys_dioctes",3,0.464745081009492,0,0.535068455641275,2.5247986640106,6.10581730920859,3,0.751867225114124,1.50757351157198,4.98634255986054,3.789999962,-2.20727492228063,"Periodic"
"Acestridium_colombiense",1,0.632390671815787,0.152504530941355,0.214494652258569,1.62483153000216,6.00051176607042,2,0.515483765956403,0.795853550988438,1.79840400565533,2,-0.0512933070191296,"Equilibrium"
"Acestridium_dichromum",1,0.638162341586533,0.12064581780374,0.240594831751685,1.66482618683458,6.0750487420751,2,0.523595532307049,0.804384458523444,2.03992079092978,2,-0.274436858859655,"Equilibrium"
"Acestridium_discus",1,0.637640687971882,0.113114076343629,0.248653535516908,1.68377105180721,6.11550457026076,2,0.529060953492741,0.802708681160848,2.10046891817424,2,-0.328504026694259,"Equilibrium"
"Acestridium_gymnogaster",1,0.638479624371808,0.12601376199985,0.234905886309452,1.65146766787742,6.04692698469011,2,0.519721448724188,0.805476972496181,1.99741769073313,2,-0.235722306938792,"Equilibrium"
"Acestridium_martini",1,0.637640687971882,0.113114076343629,0.248653535516908,1.68377105180721,6.11550457026076,2,0.529060953492741,0.802708681160848,2.10046891817424,2,-0.328504026694259,"Equilibrium"
"Acestridium_scutatum",1,0.638479624371808,0.12601376199985,0.234905886309452,1.65146766787742,6.04692698469011,2,0.519721448724188,0.805476972496181,1.99741769073313,2,-0.235722306938792,"Equilibrium"
"Acestridium_triplax",1,0.639978124974551,0.137048053560441,0.222364480948767,1.61569289796071,5.97757858889339,2,0.507562934780193,0.808646532817466,1.91250108411768,2,-0.162518901262481,"Equilibrium"
"Acestrocephalus_acutus",2,0.0487470428214898,0.595241076674857,0.355805330206338,1.24249494603499,6.40336688604984,1,-0.126356504660258,0.0660296878581499,2.53607494507182,3.680000067,-0.415515404567727,"Opportunistic"
"Acestrocephalus_anomalus",2,0.0383432465549544,0.534439045829293,0.42706090517307,1.27196345291526,6.39336196891846,1,-0.120803355985231,0.0737538721820119,3.19458311672539,3.930000067,-1.02165120864309,"Opportunistic"
"Acestrocephalus_boehlkei",2,0.0463736895327205,0.571132349804574,0.382305122806508,1.24924135001252,6.39114010892273,1,-0.138148368186462,0.0732122203020785,2.80154050229519,3.779999971,-0.653926503945126,"Opportunistic"
"Acestrocephalus_maculosus",2,0.0528322507845771,0.617504042618145,0.329438519352026,1.25507345896964,6.40257299806039,1,-0.111882934907943,0.0633572180487431,2.26592114420337,3.579999924,-0.162518901262481,"Opportunistic"
"Acestrocephalus_nigrifasciatus",2,0.0507630865771797,0.600791521430187,0.348232967996073,1.25533564404015,6.46155455606038,1,-0.106325641241728,0.0743428778469333,2.42921777740759,3.640000105,-0.314710718812303,"Opportunistic"
"Acestrocephalus_pallidus",2,0.0624521676436759,0.626744136379002,0.310561301420192,1.30808195305065,6.56501258804886,1,-0.0778448801667981,0.0989873833240268,1.99877365405954,3.480000019,0.0861777265162812,"Opportunistic"
"Acestrocephalus_sardina",2,0.0400083318119591,0.516943522446962,0.442900064813583,1.29199594311194,6.5091448190024,1,-0.0807208367177382,0.100721106121319,3.27601199017176,3.960000038,-1.10866258512767,"Opportunistic"
"Acestrocephalus_stigmatus",2,0.0437257400840546,0.575974478140507,0.38011073560435,1.32446125411367,6.65628231794986,1,-0.058073112873117,0.089429997185002,2.60268968544438,3.710000038,-0.478035792878484,"Opportunistic"
"Acestrorhynchus_abbreviatus",3,0.0108703326935225,0.373162987686654,0.615938807627943,1.81623240370722,9.30218914985308,1,0.575461803759781,0.510921007416826,3.60004819860404,4.289999962,-0.994252259830353,"Periodic"
"Acestrorhynchus_altus",3,0.026351472386657,0.374626739437127,0.598974379525461,1.98659075003712,9.17012686197917,1,0.589499167177152,0.524725711179533,3.34744493656688,4.199999809,-0.776528772107692,"Periodic"
"Acestrorhynchus_britskii",3,0.0421616425376441,0.409573449356392,0.548177894612158,1.83968984912699,8.86280092813773,1,0.504681227968996,0.506286151534917,3.1166215770944,4.070000172,-0.562118930434243,"Periodic"
"Acestrorhynchus_falcatus",3,0.026333229638433,0.380716917321723,0.592899011872239,1.93809131203146,9.05525215901872,1,0.529706564086255,0.503277694280346,3.40119738166216,4.199999809,-0.820980556615285,"Periodic"
"Acestrorhynchus_falcirostris",3,0.0779922240375725,0.295714542795714,0.62623623345498,1.91090105304725,8.99475886196926,1,0.524658448964645,0.486427170891407,4.00551337638434,3.849999905,-1.38629436111989,"Periodic"
"Acestrorhynchus_grandoculis",3,0.0632974120137774,0.438044607936688,0.498528402808961,1.91985295702477,8.98024794203116,1,0.521852018227271,0.543558790726004,2.57870055259485,3.839999914,-0.061875405845747,"Periodic"
"Acestrorhynchus_heterolepis",3,0.0402002163552648,0.327544626167549,0.632221638648676,1.90558934305601,8.97696914597881,1,0.507709810858565,0.498202902771051,3.90761327243161,4.199999809,-1.30933327924302,"Periodic"
"Acestrorhynchus_isalineae",2,0.0713818258475225,0.47245384364635,0.456004567114595,1.69205301990995,8.4428587893215,1,0.431955307323201,0.499323257256336,2.51122393294304,3.809999943,0,"Opportunistic"
"Acestrorhynchus_lacustris",3,0.0148322251254994,0.418363297652091,0.566745207381366,1.23711970242222,8.95005106400675,1,0.517166315028468,0.505690630827524,3.6584202270416,4.309999943,-0.994252259830353,"Periodic"
"Acestrorhynchus_maculipinna",2,0.0866555654792234,0.49759193909921,0.415559490522452,1.6000167929259,8.24665752305913,1,0.402871048442806,0.50401854891169,2.26592114420337,3.700000048,0.22314355131421,"Opportunistic"
