Basin.Name,Country,Ecoregion,Med_Longit,Med_Latit,RBA,MAT,TS,GDP,CSI,NSR,DIS,RAD,dist_between_centroids,Similarity_Centroid
Colorado.USA,United States,Nearctic,-110.5922337,36.66273077,624983.6256,11.28068916,842.6242574,3.372161329,96.22969225,42,20.64439587,0.778930602,0.087701522,0.919369864
Columbia,United States,Nearctic,-117.161118,46.25953952,653076.4291,5.803429714,780.3829351,2.574182272,96.38994783,61,131.9025539,0.789681509,0.017666574,0.982640116
Comoe,Côte d'Ivoire,Afrotropic,-4.016505815,8.693573986,78331.62173,26.77070436,126.4163581,0.55318094,99.05303471,133,20.03200731,0.834378322,0.450878247,0.68923771
Comondu,Mexico,Nearctic,-111.7992806,25.84485024,868.4836779,21.47084073,444.7178464,0.490502357,99.8218675,1,0.390135714,0.98326988,0.372958408,0.728354183
Comte,French Guiana,Neotropic,-52.5249897,4.459729103,3605.025041,25.55856138,42.87947705,NA,99.96651913,211,51.968577,0.843027369,0.431965594,0.698340801
Concepcion,Mexico,Nearctic,-111.6220359,30.7556327,25803.2461,20.04995893,664.9032254,0.922799602,98.7903415,6,2.239129866,0.93741714,0.145028302,0.873340858
Congo,Democratic Republic of the Congo,Afrotropic,22.35736234,-2.32414606,3453181.863,23.69139399,78.4283844,0.117894484,99.92183196,1096,257.3603948,0.405347003,0.378435656,0.72546005
Conne,Canada,Nearctic,-55.56666564,48.10895766,688.7447977,3.945798418,859.8218241,0.256603673,99.87814155,7,11.75303563,0.555323308,0.166567599,0.857215648
Connecticut,United States,Nearctic,-72.31788905,43.2615388,29052.51347,6.519133613,993.8751437,25.77366352,93.62739819,69,60.06015548,0.626115449,0.112784545,0.898646557
Conon,United Kingdom,Palearctic,-4.829530261,57.59879707,1206.617203,6.720110159,399.8863958,1.839224905,85.48178477,11,12.81962392,0.529758582,0.163846111,0.859220124
Conway,New Zealand,Australasia,173.3249477,-42.498946,505.2039114,10.35172214,391.0326083,0.152070303,99.93236416,8,6.598211268,0.517055957,0.415422267,0.706502945
Cook,New Zealand,Australasia,170.0271475,-43.51156281,339.3149317,6.22948245,389.804621,0.086731069,99.96786721,10,20.18865426,0.40742358,0.431011563,0.698806373
Coolongolook,Australia,Australasia,152.3588693,-32.17806166,1492.042598,17.84191345,383.8537068,1.09437336,99.89949632,20,2.244791441,0.292604074,0.734151303,0.576650952
Coomera,Australia,Australasia,153.252413,-27.97989933,434.6573276,18.91990095,370.8663358,22.81955338,98.84739892,7,4.254502915,0.579743723,0.6474522,0.606997884
Coos,United States,Nearctic,-123.8738421,43.36630766,1126.369047,10.92660436,418.114025,2.908405423,99.99453152,18,14.00167086,0.880619704,0.179303176,0.847958371
Copiapo,Chile,Neotropic,-69.77594696,-27.59060836,18441.52991,8.488944202,260.5216529,0.416000623,99.85949866,5,0.416582018,0.99177757,0.368704806,0.730617731
Corangamite,Australia,Australasia,143.5034035,-38.00430942,2726.081286,13.37525608,375.7675016,2.307994723,99.91012508,14,3.060330323,0.564058909,0.327216153,0.753456773
Corantijn,Suriname,Neotropic,-57.2498763,3.194281693,64001.2765,26.01120035,60.53721972,0.05023171,99.99125657,306,60.04596728,0.755664769,0.559094008,0.641398142
Cornella.creek,Australia,Australasia,144.7685227,-36.72520534,294.2432497,14.68763629,497.5268411,3.50768882,88.06793923,6,0.761330384,0.808280622,0.660402301,0.60226368
Coruh,Turkey,Palearctic,41.47868871,40.7376517,22039.0331,5.990994406,859.5022244,2.244298875,99.87993443,55,17.59695917,0.885455425,0.132441443,0.883047866
Cosumnes,United States,Nearctic,-120.7610374,38.44137678,5834.240915,13.04910494,637.8581076,29.5964756,90.00358589,21,15.84682802,0.916735609,0.076153875,0.929235143
Couesnon,France,Palearctic,-1.381449186,48.40439634,1115.446505,11.1634809,480.672496,21.19570541,99.78798138,18,9.176074964,0.766628558,0.02974854,0.971110869
Courant.Contis,France,Palearctic,-1.05655526,44.0586985,643.8580207,12.99128932,486.6729792,13.13784552,99.8320127,5,3.88277064,0.500980671,0.2161707,0.822252995
Courant.Mimizan,France,Palearctic,-1.084886712,44.24531095,769.3101927,12.95406691,489.067806,9.181116223,99.83738598,13,6.132297276,0.432666159,0.214000369,0.823722979
Coyle,Argentina,Neotropic,-71.07093937,-51.08209893,17036.85652,6.039960606,452.4707074,0.198430158,99.94877893,1,2.031722517,0.828098011,0.294168493,0.772696913
Crni.Drim,Albania,Palearctic,20.41787405,42.03280372,13070.87429,9.013582534,715.0859497,4.352003157,95.9647257,57,30.43460614,0.690991891,0.188996765,0.841045181
Cross,Nigeria,Afrotropic,8.568096802,6.14584392,52991.70954,26.28276502,109.5870044,2.966083467,99.91904083,226,138.2855733,0.86879687,0.44102092,0.693952451
Crystal.creek,Australia,Australasia,146.2459588,-18.97094268,133.2894615,21.91528609,313.5140473,0.856720701,99.94213809,2,2.054,0.950187467,0.767183705,0.565872126
Cubatao,Brazil,Neotropic,-48.95260364,-26.13771243,802.3228583,18.6719968,296.1361392,8.895258665,99.78725665,49,8.165194512,0.314954665,0.409152503,0.709646399
Cudgara.creek,Australia,Australasia,153.5219791,-28.37824039,66.38598973,19.69132767,341.9050889,11.29133582,99.89234442,10,2.803,0.537114964,0.658196159,0.60306496
Cudgen.creek,Australia,Australasia,153.5295984,-28.31877798,72.22427269,19.8948925,342.6933472,11.29133582,99.92876704,60,2.803,0.537114964,0.724205363,0.579977317
Cuitzeo,Mexico,Neotropic,-101.1386981,19.79271082,3947.519358,16.56293346,218.0791227,8.938733816,94.66671099,20,3.406078923,0.914495022,0.292384489,0.773763542
Curries,Australia,Australasia,147.0001943,-41.04811085,169.0790428,12.81147078,317.1875212,1.77478531,86.54524567,2,2.698,0.696640316,0.382590576,0.723279919
Cusewijne,Suriname,Neotropic,-54.67605434,5.451868707,5070.135979,26.47882343,61.14652782,1.880555749,99.97184679,116,29.83570647,0.494679799,0.587561135,0.629897002
Dafeng,China,Indo-Malay,108.9024765,22.01098061,1357.96921,21.5931723,599.3153224,4.33323434,98.46582968,14,19.48156677,0.842046328,0.580230307,0.63281915
Daisho.Sen,South Korea,Palearctic,129.4129731,35.80020721,117.895917,12.6300898,849.2790246,76.24978924,99.70246685,16,1.885,0.737412122,0.370126996,0.729859351
Dalai.Nur,China,Palearctic,116.8457965,43.3066583,4675.121851,1.220212287,1395.337037,0.214888023,99.26710641,16,0.225934274,0.83162751,0.301967414,0.768068378
Dalalven,Sweden,Palearctic,14.34781203,61.07344847,28871.62106,2.727102711,820.3557199,1.360109299,98.28699845,24,41.57657973,0.308369451,0.128004636,0.886521179
Dalaman.Cayi,Turkey,Palearctic,29.35871864,37.15663083,5425.124995,11.95929378,732.6550083,4.435935557,93.56910992,32,8.543256985,0.949693046,0.257147483,0.795451618
Daliao.He,China,Palearctic,123.6620931,41.41598266,27963.99942,7.281649639,1262.447024,18.44202495,89.65005948,52,12.29511449,0.901056245,0.281655624,0.780240793
Daling.He,China,Palearctic,120.4825807,41.6177214,23250.13442,7.893287272,1233.333208,4.583086193,94.4808372,33,5.69989356,0.919329423,0.508050028,0.663107975
Dam,Vietnam,Indo-Malay,104.0250312,10.06387088,15.75745762,27.09027761,81.59114532,1.388965234,100,21,10.134,0.853496271,0.682050392,0.59451251
Dane,United Kingdom,Palearctic,-2.433720794,53.12691476,1564.133644,9.159632477,451.8154802,128.3269196,99.52936086,19,7.328807921,0.529982435,0.07538755,0.929897319
Danube,Hungary,Palearctic,20.25978717,46.34845026,802142.8624,8.707190214,770.9921615,13.64224434,96.55851837,90,130.9299404,0.541428748,0.182972938,0.845327875
Dartmouth,Canada,Nearctic,-64.38886647,48.91217917,403.9640255,2.510597693,1015.086582,0.511884928,99.94188926,6,9.496,0.945890411,0.215580497,0.822652225
Das.Almas,Brazil,Neotropic,-39.56627753,-13.65929511,2991.339642,22.07646522,142.5848327,1.462695479,99.88114217,16,9.214353139,0.351369702,0.43242333,0.698117644
Dasht.e.Kavir,Iran,Palearctic,56.90648769,35.82535663,93383.14348,16.28768635,931.0515003,1.263040662,99.48747327,17,4.178130526,0.895288198,0.132934432,0.882663614
Dasht.e.Lut,Iran,Palearctic,58.92310567,27.75678669,69708.87825,22.71852436,723.8469689,0.515876412,99.18171469,10,3.842845993,0.980247238,0.324416995,0.755049206
Daxioujiang,China,Indo-Malay,119.8158318,28.24475588,17180.98608,15.48084038,756.0960462,11.47403699,96.91815852,120,40.97894628,0.79963361,0.406063131,0.711205619
Dayang.He,China,Palearctic,123.4872931,40.34699393,6122.792448,8.228382634,1166.578999,3.531750292,96.43042469,54,8.482558541,0.912181594,0.508535995,0.662894358
Dead.Sea,Jordan,Palearctic,35.67669513,31.58369331,43238.24347,18.63903187,655.9793521,9.441997528,97.04039087,30,2.055669498,0.908126798,0.165958377,0.857663549
Dean,Canada,Nearctic,-125.8174257,52.71857655,7799.029715,1.531072873,747.2989216,0.027735393,99.99602849,26,16.17361435,0.806661196,0.222379081,0.818076827
Death.Valley,United States,Nearctic,-116.6080862,36.34850642,21178.77651,17.0720512,843.3444316,0.572666757,99.80873034,9,0.173963715,0.948948318,0.511364597,0.661653715
Deception.Bay,South Korea,Palearctic,128.5255188,34.85954473,67.3264665,13.61617643,819.9614782,8.284548283,99.74774298,17,6.728,0.819015495,0.725673356,0.579483943
Deduru.Oya,Sri Lanka,Indo-Malay,80.27668603,7.628684162,2834.340892,27.03415023,97.15803962,12.23427248,94.25968592,44,12.40175715,0.811807166,0.353326686,0.738919886
Dee.Scotland,United Kingdom,Palearctic,-2.96588226,57.03886377,2141.501012,6.257886223,443.3174301,10.9744525,99.82815852,10,15.62000925,0.498636712,0.175966252,0.850364539
Dee.Wales,United Kingdom,Palearctic,-3.204879761,53.01775013,2001.729195,8.446023071,426.7061806,44.4373703,95.064216,19,19.28242443,0.532925226,0.053580915,0.949143996
Deep.creek,Australia,Australasia,145.1984094,-40.87599506,104.4484115,12.52034764,277.2958954,0.170464955,81.06523525,3,2.293,0.687361865,0.336499382,0.748223316
Del.Carmen,Mexico,Nearctic,-107.1061264,31.04841754,33314.71206,15.72883466,720.7564524,4.088868976,98.32353441,8,0.993890823,0.914094505,0.252873015,0.798165487
Delaware,United States,Nearctic,-75.24222488,40.90351843,28618.74225,9.396184488,919.6388647,93.57865715,94.13571323,81,46.42580816,0.642818722,0.28940274,0.775552873
Denmark,Australia,Australasia,117.2663902,-34.7862405,783.1293719,14.82399139,311.1598445,0.394683249,98.39806879,40,4.991054134,0.868399609,0.827674806,0.547143286
Derwent.Tas,Australia,Australasia,146.7497916,-42.35391734,9561.770197,8.672842312,348.6243548,1.393868387,92.26030304,39,19.67402341,0.632328295,0.547204965,0.646326778
Derwent.UK,United Kingdom,Palearctic,-1.440882395,53.96305183,10858.65064,8.622749589,449.9251659,65.75918484,96.08311221,21,16.12841393,0.55751047,0.062647147,0.941046144
Deseado,Argentina,Neotropic,-69.3388161,-46.98746641,24679.57045,9.864276874,481.5272905,0.070003398,99.93980979,34,1.576745444,0.97888755,0.326988109,0.753586255
Detention,Australia,Australasia,145.4561255,-40.95503473,124.3440888,11.92929686,281.3072961,0.234283362,99.93078183,7,2.756,0.680186947,0.304595493,0.766521121
Devils.lake,United States,Nearctic,-98.92558282,48.34302927,9474.937113,3.496092284,1295.326249,0.51752612,98.69624408,3,0.841963354,0.203630267,0.15333209,0.867052958
Devrekani.Cayi,Turkey,Palearctic,32.97653854,41.79348814,247.3976702,10.37856684,708.8902222,3.565177917,99.71369947,36,19.4319658,0.709466141,0.137507655,0.879114963
Diahot,New Caledonia,Australasia,164.4664708,-20.42493355,624.4874006,22.4469191,223.1049235,2.11431098,99.96465499,11,5.336521476,0.856064734,0.672192822,0.598017159
Diego.martin,Trinidad and Tobago,Neotropic,-61.555,10.71166667,25.20871223,25.81000004,59.56454137,17.19340992,96.16725,23,6.589,0.698466904,0.768937735,0.565311023
Dives,France,Palearctic,-0.021716578,49.00875688,1763.110768,10.84627327,474.0286087,12.25341249,99.72593387,17,8.807696742,0.716031544,0.217108681,0.821619314
Dnepr,Ukraine,Palearctic,31.41189173,51.3062635,512313.2376,6.786967806,916.3947692,2.855005383,98.69992022,71,45.15308383,0.570479964,0.12110036,0.891980804
Dnestr,Ukraine,Palearctic,26.61020421,48.52841125,72571.80239,7.720939991,828.8608645,3.082314551,96.21978825,70,31.23633097,0.663283175,0.192710275,0.838426583
Doce,Brazil,Neotropic,-42.23908717,-19.44472085,82688.22301,21.20896291,210.7605927,4.122503996,98.48523861,96,57.94850241,0.892699896,0.314583542,0.760697185
Dogankent.Cayi,Turkey,Palearctic,39.30766746,40.52944222,3326.301441,7.341665031,795.9653611,3.851022601,95.47003471,35,6.431508656,0.882045473,0.298021315,0.770403374
Don.Russia,Russia,Palearctic,41.06773235,49.95977075,429385.9621,7.06034414,1078.486862,2.341298133,98.38877035,61,22.70460099,0.899022674,0.173404272,0.852221203
Don.Scotland,United Kingdom,Palearctic,-2.679096106,57.24601703,1316.376757,7.126114465,428.2388818,11.79041123,99.77849686,8,10.71034614,0.49709766,0.139383361,0.877667723
Don.Tasman,Australia,Australasia,146.3078228,-41.29534379,131.754965,11.83698432,324.2263185,1.880470008,99.69875881,7,3.289,0.686588103,0.355274752,0.737857765
Dong.Cheon,South Korea,Palearctic,127.5904165,35.02891371,178.0325353,12.25146001,894.441263,22.97278786,99.5232272,33,2.97,0.86388443,0.576824063,0.634186162
Dong.Nai,Vietnam,Indo-Malay,107.2770296,11.52654991,29848.14278,24.27625985,115.8544051,4.108489692,95.46818506,220,103.026246,0.873696135,0.468286137,0.681066159
Donnelly,Australia,Australasia,115.8947957,-34.24642397,1538.102358,15.24117489,340.1359229,0.252805922,98.46685605,10,7.631664327,0.890343696,0.5526938,0.644041987
Dordogne,France,Palearctic,1.269558794,45.16412894,24113.64285,11.32698898,554.6866978,9.183343172,96.44303723,28,46.53992326,0.709101067,0.079044427,0.926745901
Dorodong.creek,Australia,Australasia,140.7814697,-37.31941134,901.0222759,14.16427439,361.1621615,1.169816017,99.63175057,2,1.775692846,0.791317076,0.532331064,0.652600488
Douglas,Australia,Australasia,148.2196677,-41.73990953,116.5790358,10.83586649,305.1561493,0.100650849,99.93470126,6,2.022,0.579095383,0.270985493,0.786791042
Douro,Spain,Palearctic,-5.362426978,41.62120112,97240.26142,11.32799839,599.0717417,6.571804404,94.43415662,21,24.18234569,0.856937567,0.082916114,0.923432561
Doyle,Falkland Islands,Neotropic,-60.17740221,-51.90281299,194.8491024,6.615371909,267.71888,NA,99.97527135,2,2.486,0.364641956,0.446461307,0.691342378
Draa,Morocco,Palearctic,-7.592759236,29.64869382,95985.54152,20.10451955,683.8352092,0.431654476,98.25961701,5,14.28139774,0.900278622,0.554433405,0.643321224
Dry.creek,Australia,Australasia,138.6776519,-34.81995315,65.84717458,16.09340282,424.3176184,21.08714485,94.40429044,4,0.49599592,0.943598116,0.54994588,0.645183818
Duck,Australia,Australasia,145.0878948,-40.964418,387.4265252,12.19820439,273.4494748,0.359216936,99.92078024,11,6.136806682,0.671352755,0.450841655,0.689255093
Duiwenhoks,South Africa,Afrotropic,21.03608137,-34.13527803,1206.639149,17.31661015,375.5295717,0.298447251,93.22969299,4,0.549160127,0.632082638,0.364675883,0.732774729
Duong.Dong,Vietnam,Indo-Malay,103.9963538,10.24525258,117.877173,26.87006739,79.44936315,0.770386152,99.99392907,55,10.134,0.853496271,0.614804616,0.619269966
Dvina,Russia,Palearctic,46.61303492,61.79801616,378675.0623,0.921179655,1086.40553,0.358576819,99.98311817,33,81.7049577,0.838190799,0.146683713,0.872080059
Earn,United Kingdom,Palearctic,-3.845894075,56.3556151,961.1749024,7.336750743,422.2986649,11.12710619,94.36936681,17,18.09825718,0.539495429,0.126711763,0.88753844
Earthquake.Springs.Drain,Australia,Australasia,140.2639002,-37.26331863,2315.910616,14.51132251,338.158363,0.955065042,99.47193619,4,4.252966346,0.773595794,0.439788445,0.694546482
Ebinur.Hu,China,Palearctic,83.20285342,44.76019318,51814.1863,4.387850164,1326.571202,0.434602052,96.83731183,14,2.146368305,0.887513054,0.429774929,0.699410781
Ebro,Spain,Palearctic,-0.881320941,41.93273805,85718.27412,11.72658947,623.1176645,9.877691031,93.75484922,30,37.60601439,0.696709466,0.146038737,0.872570854
Eden,United Kingdom,Palearctic,-2.694773775,54.7097559,2342.899418,7.8598831,429.1782832,8.771029234,97.89613769,18,15.67492106,0.548516819,0.060771543,0.942710055
Eel,United States,Nearctic,-123.4438239,39.95938856,9429.554184,11.26760959,503.4948374,1.888446063,98.86655219,15,42.6625291,0.935400836,0.086025476,0.920788713
Eersterivier,South Africa,Afrotropic,18.7922238,-33.94578275,628.6189348,16.69591384,362.9068452,26.16674376,98.41800381,5,3.733549464,0.896969125,0.59295424,0.627764423
El.Abid,Tunisia,Palearctic,10.7727933,36.8813561,351.8572345,18.17754536,543.9930948,11.58826125,94.6350397,4,0.686,0.904143784,0.83738634,0.544251352
El.Fuerte,Mexico,Neotropic,-107.8283673,26.90969869,34784.23145,18.76613436,452.4689884,0.975479096,96.67253806,35,9.533468958,0.952871743,0.61711806,0.618384041
El.Kebir.Annaba,Algeria,Palearctic,7.316139082,36.79084879,2196.724366,16.75563702,550.6180906,8.285634756,99.58160492,4,2.279815865,0.934189826,0.413023722,0.707702202
El.Pescado,Argentina,Neotropic,-57.8702834,-35.00510784,520.252235,16.2031588,492.4676459,2.018773228,99.23905557,57,2.52387636,0.432035314,0.577800559,0.633793666
Elbe,Germany,Palearctic,12.95781843,51.2992934,143864.5137,8.316226287,682.6816151,28.42241001,95.80910898,46,29.45044023,0.591153033,0.029233768,0.971596571
Elizabeth,Australia,Australasia,131.0598548,-12.60533621,257.8092107,27.24780777,172.3364389,0.709855363,99.92383767,8,5.165078702,0.936945714,0.68076021,0.594968868
Ellen.Brook,Australia,Australasia,115.0223014,-33.89042036,71.41023892,16.65916676,339.0949762,1.612208575,99.90381922,3,9.248,0.867037111,0.75148248,0.570944906
Elliot,Australia,Australasia,147.8533126,-20.06578141,329.3421424,23.57992697,336.6253413,0.316775043,99.93437482,13,1.408565286,0.965014275,0.820498489,0.549300099
Elliott,Australia,Australasia,152.3317848,-24.97989229,339.1579665,21.47465438,369.9275563,1.585736662,99.68717451,28,1.251435022,0.780112671,0.756286075,0.569383322
Elqui,Chile,Neotropic,-70.50953394,-29.97571352,9453.094234,6.308225004,305.174578,0.644824393,99.74291617,5,1.303260205,0.95477388,0.399160018,0.714714534
Eman,Sweden,Palearctic,15.38996838,57.41878571,4258.665803,5.863834169,695.1047632,2.729655385,99.85990476,23,7.229036723,0.322062338,0.130306358,0.884715894
Embilikala.Oya,Sri Lanka,Indo-Malay,81.21751801,6.21650131,116.3446233,27.38457035,67.62450773,2.139389753,99.36813133,28,2.244,0.669879518,0.335389419,0.748845233
Ems,Germany,Palearctic,7.80371449,52.54352694,12369.78947,9.270086835,583.4589118,42.28041935,99.12850525,19,19.96944207,0.591197571,0.238811492,0.807225318
Emu,Australia,Australasia,145.8117339,-41.24829993,245.0999063,10.14539125,304.3773902,0.786404729,87.61365935,5,6.908,0.687479352,0.271180685,0.786670229
Enguri,Georgia,Palearctic,42.44562977,43.0049667,3277.436804,2.174797629,698.7836191,2.380561352,98.30455626,30,23.70495232,0.822218845,0.13953831,0.877548382
Eocheon.jeosuji,South Korea,Palearctic,126.8990818,37.27169473,114.8866313,11.4745984,1026.368507,121.1980972,97.47313045,20,6.156,0.889295889,0.080798474,0.925241869
Eojeon.ji,South Korea,Palearctic,126.9010396,37.04101789,270.4749102,11.57727073,1028.067221,32.40320754,98.59727772,32,2.684506173,0.890327572,0.136549781,0.879855873
Erne,United Kingdom,Palearctic,-7.4970539,54.1954187,4355.112452,9.200372125,388.9177131,6.207774043,98.56358531,6,14.68253496,0.48189732,0.084132791,0.922396231
Escambia,United States,Nearctic,-86.74602276,31.46121697,10975.23318,18.23143603,673.3689472,4.115059078,97.62060349,106,29.52648857,0.625742158,0.299175381,0.769719019
Escatawpa,United States,Nearctic,-88.39553972,30.88857604,2798.508871,18.87735712,657.3178317,10.49172902,96.22649554,70,17.44296324,0.513701588,0.138569143,0.878295364
Esfahan,Iran,Palearctic,51.77968064,32.46189264,41635.95197,13.75831892,904.3692562,5.543994546,97.38274305,11,5.328901222,0.974038488,0.176159201,0.850225037
Esino,Italy,Palearctic,13.11133498,43.44325511,994.4562867,12.93900848,677.3817451,23.99927044,99.15670763,11,8.324047057,0.59801747,0.102951525,0.90665816
Esk.NZ,New Zealand,Australasia,176.7691228,-39.2824514,280.0148068,12.24218376,365.343073,2.637983263,99.84250907,12,5.543004024,0.370324504,0.487284093,0.6723665
Esk.UK,United Kingdom,Palearctic,-2.938137627,55.16524287,1238.661626,7.679966548,424.8702897,15.42876959,99.88406725,16,12.02643759,0.475729274,0.09496289,0.91327296
Esperance,Australia,Australasia,146.8918727,-43.30577566,253.0006541,9.510556962,293.1688009,0.248048078,99.93807596,8,4.248391514,0.561222888,0.384910854,0.722068137
Essequibo,Guyana,Neotropic,-59.93877262,5.168702372,153963.9676,25.58539593,56.8448644,0.112682575,99.95879656,573,141.5191127,0.553915202,0.165170804,0.858243269
Eumeralla,Australia,Australasia,142.0569687,-38.12265987,904.6407477,13.55600774,331.1549568,0.985567957,99.81734535,10,1.967963813,0.783987481,0.609501424,0.621310416
Evinos,Greece,Palearctic,21.79673078,38.59959175,1105.990108,11.95791288,653.5012793,7.540137053,86.9327825,10,5.767257631,0.862668592,0.263178588,0.791653698
Evros,Bulgaria,Palearctic,25.84853041,41.87536406,53005.94877,11.56844958,753.4212774,5.807246327,93.03713542,57,14.18454919,0.77051384,0.101856119,0.90755951
Evrotas,Greece,Palearctic,22.44600772,37.13918794,1902.879277,13.7691279,635.2231327,6.107220054,98.94718271,6,7.452440934,0.932115541,0.266934799,0.789306601
Eye,United Kingdom,Palearctic,-2.223523897,55.86248616,115.700409,7.595762707,438.9251814,4.903739929,99.84253568,8,1.68,0.512650602,0.03232139,0.968690574
Fagnano,Argentina,Neotropic,-67.98347103,-54.54548545,3468.766046,4.245525248,321.4832541,0.542912774,99.98983463,4,4.88894731,0.391326318,0.402163325,0.71318368
Fangcheng,China,Indo-Malay,108.1325695,21.81515638,768.2321307,21.30989147,539.6597916,0.966107041,99.90971493,25,18.72045799,0.899462826,0.426902686,0.70081864
Fatala,Guinea,Afrotropic,-13.62537024,10.61398613,6216.820783,27.57148056,178.8301095,0.364771672,99.81432658,49,44.06186419,0.945069931,0.705166319,0.586453057
Filiouri,Greece,Palearctic,25.60225989,41.12344246,1833.024156,12.74170336,732.5653617,3.77218169,99.42223725,18,3.208487369,0.822484081,0.165557436,0.857958578
Firtina,Turkey,Palearctic,41.07305372,40.95464661,1155.362883,5.297178552,774.2627358,2.441732824,99.93278953,37,9.140404411,0.670214559,0.292770458,0.773532528
Fitzroy.Queensland,Australia,Australasia,148.9628038,-23.99241953,141059.2686,21.40460349,464.4790126,0.27064877,97.93398926,43,6.541146608,0.793993798,0.732287407,0.577271413
Flinders.Norman,Australia,Australasia,142.3423085,-19.20734614,230998.7953,25.48403353,398.6478192,0.021614289,99.82238032,66,8.137804868,0.966713979,0.666957588,0.599895287
Flumendosa,Italy,Palearctic,9.353150539,39.72579576,1857.303479,13.97243328,593.4647568,11.21160984,83.29224428,9,7.687565212,0.919801717,0.188917293,0.8411014
Fly,Papua New Guinea,Australasia,141.8706844,-6.398469364,63758.43515,24.30866771,70.7935115,0.098743504,99.99316607,125,323.9295833,0.251953896,0.096584275,0.911922615
Foglia,Italy,Palearctic,12.56725898,43.78580354,701.5366291,12.95455014,684.8987401,NA,99.37693528,10,5.794477305,0.603098695,0.139136264,0.877858103
Forth,United Kingdom,Palearctic,-4.165539409,56.21181826,1653.854363,7.379068699,410.1813635,6.547516823,95.58630525,18,14.11431394,0.551882031,0.16721584,0.856739573
Fortore,Italy,Palearctic,14.98009731,41.57740349,1620.612617,13.72485913,633.6128424,17.40295792,86.81545957,4,5.052175996,0.747471743,0.302941038,0.767494438
Foyle,United Kingdom,Palearctic,-7.467099118,54.72657755,2929.747208,8.919545018,377.1444931,5.438989878,99.86584211,7,16.79537178,0.547723667,0.092057876,0.915702384
Frades,Brazil,Neotropic,-39.60329061,-16.59848138,1452.343734,23.83450029,157.4025226,0.951015428,99.9152106,16,6.932516826,0.487046916,0.717636353,0.58219541
Frankland,Australia,Australasia,117.177475,-34.28597792,4783.734546,15.26819989,387.5956353,0.391638882,99.74554589,12,6.521222571,0.888806267,0.622280958,0.616416038
Fraser,Canada,Nearctic,-122.3929094,52.37318447,231574.4602,2.575187922,811.0776948,1.168473706,99.03687454,36,95.4480585,0.725518348,0.087248497,0.919752939
Fukushima,Japan,Palearctic,131.2281137,31.55073463,158.9805095,16.04217059,732.6439149,14.03920031,99.81379523,9,7.489,0.709626209,0.133552363,0.882182449
Fuzhou.He,China,Palearctic,121.8920743,39.71307745,1827.198027,9.386310385,1137.986115,5.819607258,85.0979446,18,2.376232904,0.884183077,0.541260802,0.648819459
Gabreek,Iran,Palearctic,58.46136183,26.24663468,4638.496076,24.88550751,534.4813464,0.449973896,99.97155089,9,2.857050776,0.995190142,0.539251378,0.649666464
Gairdner,Australia,Australasia,135.9585137,-31.91925503,12939.97175,18.2700316,512.002565,0.007696959,99.95654294,1,0.124474225,0.92700233,0.420829119,0.703814404
Gal.Oya,Sri Lanka,Indo-Malay,81.50745561,7.196068841,1957.525733,26.76575911,121.686128,3.349455297,86.00281574,35,12.61025621,0.877212508,0.345853926,0.743022687
Gallegos,Argentina,Neotropic,-71.25302958,-51.91579642,10318.91926,5.751065506,399.5149663,0.257590216,99.96572933,6,16.79461228,0.473129356,0.379935569,0.724671515
Gallikos,Greece,Palearctic,22.93058442,40.92464534,1154.721471,13.5232015,787.3981085,14.9052763,99.49231867,8,0.978481179,0.740450995,0.188902463,0.841111892
Gamtoos,South Africa,Afrotropic,23.64064059,-32.73645249,34699.75421,16.06250927,458.6772629,0.228293683,92.77170086,11,1.267182201,0.538252664,0.305908389,0.765750499
Ganges,Nepal,Indo-Malay,85.2387796,27.05822308,1575674.527,17.1645817,562.814871,4.085940599,98.29439997,367,251.7346955,0.899027591,0.349414198,0.741062308
Gardner,Australia,Australasia,116.2013885,-34.69252318,519.1162221,15.28707426,308.9219357,0.427061155,99.97709805,9,5.807991454,0.864494056,0.466877109,0.681720366
Garonne,France,Palearctic,1.57034062,43.95187393,55217.94818,11.14627717,574.0121055,12.66552734,94.60844389,26,39.90236873,0.703132376,0.048196218,0.954019851
Gascoyne,Australia,Australasia,116.9651952,-24.82739595,74388.18433,23.7477739,623.5324824,0.010725256,99.97870865,6,2.053798385,0.925069598,0.824062147,0.548226935
Gawler,Australia,Australasia,138.8765796,-34.5951438,1296.72131,15.28385471,449.9988105,16.5942297,91.74737275,7,1.269280563,0.926458885,0.67625928,0.596566421
Gayabos,Mexico,Neotropic,-104.9994955,19.5724209,185.2670845,24.98168859,196.2015677,1.898358077,99.95348114,83,1.958,0.927356322,0.661329031,0.601927723
Geba,Guinea-Bissau,Afrotropic,-14.32486599,12.47689582,12914.32931,26.64959871,215.8862537,0.335243031,99.84830442,96,10.29779234,0.925495074,0.526868437,0.654935275
Gediz,Turkey,Palearctic,28.34613882,38.68700045,16791.23636,13.89095098,727.560203,14.37109065,95.0888666,37,9.311265362,0.934931282,0.256498786,0.795862289
Genale.Wenz,Ethiopia,Afrotropic,41.90895117,4.544766094,666501.9603,25.37201192,105.7376254,0.147237513,99.70048264,30,11.81798795,0.8375334,0.612404307,0.620191844
George.Tasma,Australia,Australasia,148.0648712,-41.28940897,533.7031887,11.40981313,318.1544401,0.741981551,99.92905416,10,3.040709395,0.618236913,0.403903594,0.712299622
